frame,id,x,y,z,time(s)
5,2,6.1187015421325555,3.548234781226596,0.7582352821029741,0.0028158999630250037
5,3,-0.35001207225688136,2.7813107319216823,1.9371294071627578,0.0028158999630250037
5,5,8.930871146568684,7.646280393276698,3.19356738509603,0.0028158999630250037
5,6,9.742573883357506,3.981257013440177,0.46655475118822387,0.0028158999630250037
6,2,6.29066741162612,3.8354343085848432,0.6895593445205349,0.0031842999742366374
6,3,-0.6353836605313607,2.9563903229396944,1.80455601392332,0.0031842999742366374
6,5,8.905303777475243,7.039257950157512,3.0057178323072864,0.0031842999742366374
6,6,9.710402638895891,4.297758608282306,0.29628085266238124,0.0031842999742366374
7,2,6.194607330011823,3.752517105280269,0.5123862205263725,0.003565999970305711
7,3,-0.7316878313217328,3.1791467876651542,1.6288215962579895,0.003565999970305711
7,5,8.846450664231012,6.821862766727828,2.8875531837687887,0.003565999970305711
7,6,9.706060952797756,4.01969166175214,-0.3141900709362655,0.003565999970305711
8,2,6.2042199731010506,3.723475764190287,0.27684288078705765,0.0040126999956555665
8,3,-1.0852293540024265,3.376012682098827,1.5649363681524775,0.0040126999956555665
8,5,8.964270391938316,6.52434555879498,2.9963125440625813,0.0040126999956555665
8,6,9.756183569146469,4.36443657358043,-0.2803510460625387,0.0040126999956555665
8,12,3.6517978754680804,8.986099856621495,7.367030768121057,0.0040126999956555665
9,2,6.234672986996769,3.6463107443513425,-0.008938909649568956,0.004523099982179701
9,3,-1.132506575910791,3.4004850843006067,1.4411764334350912,0.004523099982179701
9,5,8.923671945141992,6.312057232207512,2.9744601401266793,0.004523099982179701
9,6,9.567588983210682,4.3877240374941575,-0.5645590292728399,0.004523099982179701
9,12,3.802249764247194,8.989446623696862,7.617177293103166,0.004523099982179701
10,3,-1.2409858965405585,3.4598606026902505,1.2159149121303348,0.0049708999576978385
10,5,8.826672956741662,6.149702437881927,2.9474322762078335,0.0049708999576978385
10,6,9.52048475969683,4.394218682494287,-0.7952383058661859,0.0049708999576978385
10,12,3.773621900468814,9.083390484648987,7.780546784446896,0.0049708999576978385
11,3,-1.2616827970325435,3.6059409215202014,1.229729023461712,0.0054771999712102115
11,5,8.748423166912787,5.967832564483274,2.9989708282945036,0.0054771999712102115
11,6,9.56408856915051,4.593861380845672,-1.006868354430252,0.0054771999712102115
11,12,3.8704747122122853,9.360733064513639,7.911155096555764,0.0054771999712102115
11,20,5.053528368290193,3.5425767799444214,9.957132884203483,0.0054771999712102115
12,3,-1.3303012452391147,3.5740355980273804,1.0810223814446427,0.005818699952214956
12,5,8.666940002852309,5.724536738933952,2.718618084659301,0.005818699952214956
12,6,9.438464439575384,4.787205100828909,-1.337840187137623,0.005818699952214956
12,12,3.8261573836737806,9.734023221167387,8.137442829133423,0.005818699952214956
13,3,-1.3393644984290385,3.4042342272875907,1.0276974801372634,0.006061399995815009
13,5,8.628615856083728,5.6144264987378,2.605821524242468,0.006061399995815009
13,6,9.434839969314474,4.960666911658105,-1.4887609262619372,0.006061399995815009
13,12,3.9234137587967,9.886334852026396,8.300892724812403,0.006061399995815009
13,24,5.104788117519238,3.760607735741764,-0.18707562070599787,0.006061399995815009
14,3,-1.4877544533432487,3.1451530180568668,0.8780819552337396,0.006410599977243692
14,5,8.587328004355909,5.534019854288655,2.457597293344318,0.006410599977243692
14,6,9.360320867517702,5.145988463662051,-1.518631647215453,0.006410599977243692
14,12,3.88267749574065,10.036946450157602,8.339066711736166,0.006410599977243692
14,24,4.811137502951776,3.8209212369559915,-0.36014652090909133,0.006410599977243692
15,3,-1.590948392243005,2.9170735516019413,0.7440304397814861,0.006750300002750009
15,5,8.739149890414964,5.476719078391474,2.4066612643253316,0.006750300002750009
15,6,9.382301655672668,5.428737123994751,-1.574473220435893,0.006750300002750009
15,12,4.006503436769849,10.492254895121947,8.560756367137282,0.006750300002750009
15,24,4.726193131187745,3.708396082696944,-0.35472392272850206,0.006750300002750009
16,3,-1.7189952008772194,2.658446951380747,0.6432283400441845,0.006965999957174063
16,5,8.710180470511064,5.442766135588815,2.444268858298084,0.006965999957174063
16,6,9.214966132484374,5.645611515296636,-1.6004844020980011,0.006965999957174063
16,12,4.124025538683755,10.885699136028093,8.828713164833447,0.006965999957174063
16,24,4.4806846455578535,3.759624016956495,-0.23245255708349638,0.006965999957174063
17,3,-1.7952176309890244,2.315862561752032,0.5429116826412062,0.007416699954774231
17,5,8.599820760171001,5.2574604821067235,2.17715102565112,0.007416699954774231
17,6,9.070208113416909,5.9195147821422776,-1.4849162378560532,0.007416699954774231
17,12,4.2030630547657175,11.318241338382586,9.05035315221739,0.007416699954774231
17,24,4.076284643492563,3.696901487734842,-0.3185784469517845,0.007416699954774231
18,3,-1.7793760763646747,2.0504759427983723,0.4694745391658541,0.007716599968262017
18,5,8.719955325597885,5.3905409135197875,2.2922128149331416,0.007716599968262017
18,6,8.835991820045502,6.174799284704693,-1.2208999474937525,0.007716599968262017
18,12,4.324050851265666,11.788073192291371,9.292598407501924,0.007716599968262017
18,24,3.763574613768073,3.6393214865126255,-0.35573592364081313,0.007716599968262017
19,3,-1.959411331376249,1.5503821111124827,0.16234366501981395,0.007997199951205403
19,5,8.694589792722422,5.2153432147993275,2.0600857656555784,0.007997199951205403
19,6,8.67935647579453,6.351689023367846,-1.134756525427413,0.007997199951205403
19,12,4.404808260024804,12.177390473479388,9.630969332388242,0.007997199951205403
19,24,3.6844719852460663,3.8786568355027926,-0.354297859003737,0.007997199951205403
20,3,-1.8395195701533755,1.525007718730263,0.3309079941601647,0.008227899961639196
20,5,8.82366894093482,5.136763169999127,2.186052187544619,0.008227899961639196
20,6,8.363204392348852,6.465442505183221,-1.0666145805189309,0.008227899961639196
20,12,4.491571918920364,12.547797261226817,9.861260318446929,0.008227899961639196
20,24,3.2746175946522427,3.843550988044249,-0.5362506551856667,0.008227899961639196
21,3,-1.8949776552681923,1.1406696536927687,0.17575547886611192,0.00842879997799173
21,5,8.793426067571186,5.13772767083661,2.162199710039588,0.00842879997799173
21,6,8.137079573078145,6.611680957257242,-0.9610889795346897,0.00842879997799173
21,12,4.515682398841008,12.947232008320611,10.03534131698808,0.00842879997799173
21,24,3.0758407207556497,4.048486504001867,-0.30231020134427145,0.00842879997799173
22,3,-2.0427981841235647,0.804143916260001,0.030914868924901612,0.008625499962363392
22,5,8.780477997616059,5.007041801748408,2.020124068837373,0.008625499962363392
22,6,7.898012276908624,6.832548048334848,-0.7948402717128363,0.008625499962363392
22,12,4.483145692094607,13.29128149981669,10.163134805092263,0.008625499962363392
22,24,2.6876341498549863,4.209622526291556,-0.3138921957732237,0.008625499962363392
23,3,-2.0274929913115107,0.4540675407601381,0.04099487039898109,0.00893559999531135
23,5,8.853256509403261,4.90490967326796,1.9037798040798126,0.00893559999531135
23,6,7.658485202999615,7.044992091589437,-0.5491844395643022,0.00893559999531135
23,12,4.539711266971978,13.72099852772255,10.356795650703258,0.00893559999531135
23,24,2.4163272961925735,4.520184194119108,-0.1624019336957168,0.00893559999531135
24,3,-2.1170196166394453,0.02263319808603423,0.027468542078200223,0.009327599953394383
24,5,8.896768380101168,4.716810971930615,1.7934623999410397,0.009327599953394383
24,6,7.288236219712009,7.246684036586601,-0.3435807629774348,0.009327599953394383
24,12,4.490699181068155,13.93339041594832,10.418478902332799,0.009327599953394383
24,24,2.0127359029123606,4.755684296859935,-0.25479712821707257,0.009327599953394383
25,3,-2.0860126732002247,-0.3103879370939554,0.13641525981891575,0.00968069996451959
25,5,8.994261393979693,4.492093362039892,1.6397767160697723,0.00968069996451959
25,6,6.9519232619481865,7.549023755060338,-0.025133934860158094,0.00968069996451959
25,12,4.453812010355134,14.18004422771733,10.502641675126931,0.00968069996451959
25,24,1.7932391944007942,5.110693317763065,-0.08070995274792855,0.00968069996451959
26,3,-2.1084787485989174,-0.827329493542913,0.041856005045102895,0.009976700006518513
26,5,9.101032954128296,4.277283881951464,1.5153904983153221,0.009976700006518513
26,6,6.641936408584126,7.886921572945145,0.2940109006438469,0.009976700006518513
26,12,4.470907060693398,14.406634331999664,10.562278070889453,0.009976700006518513
26,24,1.4975422825771787,5.394286545335117,0.06041737118160198,0.009976700006518513
27,3,-2.07079577745939,-1.1267824393675476,0.1640987503910121,0.010278999980073422
27,5,9.130835914002741,4.07343941799007,1.286253874426502,0.010278999980073422
27,6,6.169512197921842,8.117219457976185,0.3912453140883234,0.010278999980073422
27,12,4.473246904985664,14.72742595472818,10.750998433172338,0.010278999980073422
27,24,1.1542939982164215,5.657180036780613,0.09671762300745701,0.010278999980073422
28,3,-2.0749084020089166,-1.6331666390740915,0.09411978114238156,0.010675899975467473
28,5,9.233978392277468,3.8684484081271733,1.2592750833863802,0.010675899975467473
28,6,5.852921896961026,8.48592508152027,0.5767766772130528,0.010675899975467473
28,12,4.491000831332758,14.981499348551168,10.894955297681953,0.010675899975467473
28,24,0.9837730163374216,6.052372732880157,0.20057756778797592,0.010675899975467473
29,3,-2.0642495009105026,-2.136752971464953,0.09437401333189722,0.011082999990321696
29,5,9.261938081980775,3.695095144697422,1.1868343999913546,0.011082999990321696
29,6,5.465343750330731,8.81054740321602,0.8344695636778697,0.011082999990321696
29,12,4.533909938493819,15.053226912570677,10.861752832929993,0.011082999990321696
