frame,id,x,y,z,time(s)
5,1,8.176770321865362,5.432056795701247,5.052516815295696,0.0024685999960638583
5,4,9.06661188241241,9.785070333094406,5.287913294389662,0.0024685999960638583
5,5,5.340373744047392,7.0173507231205265,6.509247454303093,0.0024685999960638583
5,6,2.8686719069673767,2.746323728121964,5.843917408465381,0.0024685999960638583
5,7,2.148282006037479,9.329877779348005,0.22372339075016343,0.0024685999960638583
6,1,8.017456303577958,5.688043607300586,5.24019980438551,0.002890800009481609
6,4,9.009531265799243,9.836190510957762,4.872004360699009,0.002890800009481609
6,5,5.148781943805793,7.03348798942982,6.3187664335815485,0.002890800009481609
6,6,2.5993112834529297,2.5855910496325247,5.85146526797401,0.002890800009481609
6,7,2.2752917723993025,9.20211813329062,-0.04962626627837245,0.002890800009481609
7,1,7.884027780570724,5.8532024225393675,5.010505528718046,0.003314899979159236
7,4,8.887230419682986,9.757967394498873,4.538063471325062,0.003314899979159236
7,5,4.724461870033613,6.855104133953242,6.130533105862948,0.003314899979159236
7,6,2.3074844769418816,2.4760733252527913,5.8000778755551385,0.003314899979159236
7,7,2.237216608436781,9.093223985461705,-0.3566903715806049,0.003314899979159236
8,1,7.6984146245425364,6.330975364070199,4.95563480863974,0.0036133999819867313
8,4,8.92583998147948,9.840234721647109,4.270155785641958,0.0036133999819867313
8,5,4.380569588575064,6.718932843172844,6.160402699617407,0.0036133999819867313
8,6,1.9261241780445684,2.3040972478104935,5.626038896583518,0.0036133999819867313
8,7,2.321840680338492,9.056049332541921,-0.6398618911715914,0.0036133999819867313
9,1,7.634862425672491,6.595897287874489,4.758852425196101,0.00405520002823323
9,4,9.006783743150448,9.956786458761309,4.112683013995139,0.00405520002823323
9,5,4.057342972242783,6.748393230185398,6.129056022423069,0.00405520002823323
9,6,1.7554550999581424,2.150428694106221,5.6043505848869755,0.00405520002823323
9,7,2.27721913200281,8.992755466587143,-0.9915230573244733,0.00405520002823323
10,1,7.719863344323832,7.078232635565993,5.0230079430512955,0.004559800028800964
10,4,8.986283145601313,9.960385996018225,3.774424648997801,0.004559800028800964
10,5,3.763266493844081,6.593151644316584,6.069343748421044,0.004559800028800964
10,6,1.6621818249379845,1.9942634873492855,5.54794669968151,0.004559800028800964
10,7,2.224751668423023,8.876762773759665,-1.3004311756580018,0.004559800028800964
11,1,7.498792674563368,7.167634618611527,4.723136995746986,0.004928399983327836
11,4,9.162489869145105,10.068929337169154,3.689487694427655,0.004928399983327836
11,5,3.341820925419712,6.347901481039274,6.0042376875923775,0.004928399983327836
11,6,1.3826621040271225,2.0556678161542776,5.45328528830308,0.004928399983327836
11,7,2.1840199582888,8.967113095369207,-1.5029886037138036,0.004928399983327836
12,1,7.3621621774965575,7.481433280289485,4.709871037116149,0.005309300031512976
12,4,9.221606666797625,10.055331113064595,3.581000234055773,0.005309300031512976
12,5,3.2126728663530875,6.196755715548346,6.228927484410111,0.005309300031512976
12,6,1.216166081538302,1.9361394071820424,5.293958552269658,0.005309300031512976
12,7,2.142846103424207,9.044153101004753,-1.6577748600345645,0.005309300031512976
13,1,7.329065419726202,7.79466332690204,4.790304754020163,0.005549599998630583
13,4,9.284015225582335,10.239901991304864,3.551685912910769,0.005549599998630583
13,5,3.24626210631675,6.1882195515026694,6.44975767634802,0.005549599998630583
13,6,1.1344378956399057,1.8752917612450302,5.392150207768903,0.005549599998630583
13,7,2.1763610804435642,8.760441307229597,-1.9747076526018406,0.005549599998630583
14,1,7.315070070019848,8.058963100574235,4.768183402205178,0.005945799988694489
14,4,9.235411644260138,10.300491334706741,3.3584735247245763,0.005945799988694489
