frame,id,x,y,z
5,1,8.156019846499415,5.385054895777814,5.1363133345358865
5,4,9.094405449523498,9.69116897018661,5.378975166751627
5,5,5.5235926067199586,6.975398553663318,6.623171476900272
5,6,2.930878063648473,2.778882466660133,5.7892193075492635
5,7,2.174619127071208,9.370394894104944,0.3536198515150452
6,1,7.999350924349735,5.581000901421226,5.256470084121497
6,4,9.050402085541416,9.784224755339816,5.024861294964481
6,5,5.321097376234147,6.97805586574982,6.422789815484175
6,6,2.6806085177369425,2.648675834908102,5.836010695569652
6,7,2.2624014669770816,9.246516038338154,0.07484375956143868
7,1,7.928482150651604,5.787043392452057,5.059184515551333
7,4,8.933031329487436,9.733514676119238,4.7224049223310836
7,5,4.902162058394465,6.8519238287459965,6.261446000771251
7,6,2.4005413395053226,2.548408235972332,5.802553223522835
7,7,2.2010369624501207,9.155919012483343,-0.21783176815230199
8,1,7.738771337543628,6.203811832319616,4.9662809294639585
8,4,8.955290317597333,9.795638021236028,4.411279271747226
8,5,4.548431397439397,6.70967720985093,6.240628236566659
8,6,2.0425703948866354,2.4017733541775383,5.671029752563864
8,7,2.2712072947519992,9.10108904949286,-0.5161439420914979
9,1,7.737413038514962,6.4523491391124335,4.807677352097304
9,4,9.006963232494787,9.884399913972393,4.221185152909132
9,5,4.217372428099323,6.757724090456707,6.138709794917926
9,6,1.8833534913524423,2.1987486257706235,5.637250600059661
9,7,2.2133024794854483,9.054048978098587,-0.8438689550389529
10,1,7.783494089870872,6.803135673414118,5.016741103297092
10,4,9.006963232494787,9.884399913972393,4.221185152909132
10,5,3.9486220253459545,6.623025104746589,6.086059054549869
10,6,1.789474100196806,2.0313255855855976,5.571989498920065
10,7,2.163009546865881,8.929429506962554,-1.1294539382084527
11,1,7.607050689040463,7.02993784894501,4.818009551958881
11,4,9.006963232494787,9.884399913972393,4.221185152909132
11,5,3.5163809622974522,6.4204280693323,6.0455488402761
11,6,1.4326407453150427,2.123318479382649,5.45257896149541
11,7,2.094376851437758,8.98976669596175,-1.3778799664102428
12,1,7.4461755777701555,7.303787513419538,4.7823790233434345
12,5,3.408980375997618,6.189598347275311,6.201997294596855
12,6,1.3141240300824828,1.9838802758582892,5.334602913782218
12,7,2.05406338465508,9.032421431599456,-1.5398871664560305
13,1,7.434747385499848,7.557605219115236,4.841616553774023
13,5,3.4525285828043195,6.181498742069652,6.304276421238079
13,6,1.2106469433248628,1.8279635362098152,5.447615654022831
13,7,2.2018184207010316,8.744193452172485,-1.7779723657827886
14,1,7.457410813140165,7.837203820468533,4.80410479897808
14,5,3.3896188846241033,6.007670262655145,6.323785935366842
14,6,1.1590336063720834,1.6364568775349597,5.382214392248992
14,7,2.2795555067445,8.479786076162702,-1.9915357680713837
15,1,7.3126653006400915,8.156973197054556,4.729630081480981
15,5,3.2757112538598436,5.749172887544842,6.260384199287475
15,6,0.8191798726427344,1.4119024597392962,5.233438411503034
15,7,2.3661092075022614,8.299860611467787,-2.2261697797905438
15,29,9.19311764882951,10.454861323821879,3.1499673279111366
16,1,7.328164676450583,8.33276157189099,4.576422638618643
16,5,3.2757112538598436,5.749172887544842,6.260384199287475
16,6,0.5415390701567622,1.0674094689262856,5.065983645839633
16,7,2.6520255300146864,8.146278151277626,-2.2861765891428667
16,29,9.19924010182998,10.535957978427403,2.985469977196391
17,1,7.2740572283172655,8.812464460811373,4.441046644083845
17,5,3.2757112538598436,5.749172887544842,6.260384199287475
17,6,0.32364589230058083,0.9824976712383704,4.9010748834344815
17,7,2.852075756421327,7.938136599581188,-2.3398941536307833
17,29,9.281390785313064,10.727863352320359,2.8131753557820427
18,1,7.09026025135614,9.227082418639629,4.501800154842396
18,6,0.10879984524757932,0.9933502540162702,4.695168978320672
18,7,3.1083470833748166,7.791988055826917,-2.4568389784004547
18,29,9.149675351532453,10.761152265998726,2.5681190334806137
19,1,7.108611365778835,9.361750790887841,4.389888677223294
19,6,0.10879984524757932,0.9933502540162702,4.695168978320672
19,7,3.433856949349456,7.571533795497604,-2.5129473715467965
19,29,9.089551558757407,10.925468898129793,2.494526422211465
20,1,6.868927492170447,9.629316987486858,4.323959993897788
20,6,-0.3107098094400328,0.8181238343244875,4.370447524623559
20,7,3.666002010160079,7.391692209032888,-2.6868742373277548
20,29,9.069364402385276,10.895603810504067,2.277229506024475
21,1,6.628815370162701,9.954665018659021,4.232217165131793
21,6,-0.657764531107343,0.7544490341405714,4.257909544785364
21,7,4.025741728557852,7.464905810361297,-2.7607089631256265
21,29,9.074627387174772,11.006662357478616,2.0551103263231716
21,42,3.2610700635439485,4.5728043393869315,6.733813201279176
22,1,6.4834048470060885,10.203997972278872,4.12222708320734
22,6,-0.9295826746394125,0.8165941174787803,4.262824748111556
22,7,4.2979761907388685,7.3859846994525435,-2.99606240331235
22,29,9.005917375597107,11.16998029383865,2.1837806173600067
22,42,3.2836301558431393,4.17036088001849,6.775321661330966
23,1,6.4834048470060885,10.203997972278872,4.12222708320734
23,6,-1.1884134033644707,0.8031083363467837,4.223473916421144
23,7,4.688503216279549,7.320200511786717,-3.199020351240062
23,29,9.096621640917517,11.438750670486842,2.172568540636561
23,42,3.1474484057231855,3.887035611693665,6.8532751393756834
24,1,6.4834048470060885,10.203997972278872,4.12222708320734
24,6,-1.4661715202047987,0.8454601484853727,3.998533765331046
24,7,5.164875005285823,7.320289199522166,-3.3942997638798196
24,29,9.085296430607064,11.673084738345672,2.0820345830788196
24,42,3.0604736584097307,3.6491761332924715,6.740436820921805
25,6,-1.7641969180991177,1.0670644344834805,3.7158718609508252
25,7,5.3726495091274895,7.304939065572018,-3.475877260966771
25,29,9.073185940278803,11.880403239870287,1.934200449533072
25,42,2.8648595241587054,3.3800555649446875,6.682556842470549
26,6,-2.1356386925569093,1.203319900633863,3.6339388848233516
26,7,5.789289844342506,7.076614144157941,-3.7828418661874728
26,29,8.896823515731354,12.131846332244974,1.5777429782335206
26,42,2.644543428339886,3.007297076153902,6.621043760051426
26,47,1.801774096274424,5.320017939006366,9.072734363858256
27,6,-2.629358325444999,1.5210017003145186,3.6184338074391604
27,7,6.028464113109453,7.123796597559414,-3.7481460486865013
27,29,8.914768572832296,12.420933081553716,1.5015378339862442
27,42,2.3905277822772346,2.748357743349465,6.683892649604772
28,6,-2.8730949407897484,1.819805170917305,3.400252655322201
28,7,6.446069124850322,6.845589078341045,-3.6014821591708817
28,29,8.976771346590894,12.601869649654043,1.283316608491947
28,42,2.420694977613983,2.406579592865535,6.509886390970292
28,51,5.018428623517559,11.938058130313879,3.4719418332288225
29,6,-2.991005127914622,1.915153249221427,3.3678497687280307
29,7,6.745582159913002,6.701827415252412,-3.670122853260979
29,29,8.681082632562989,12.836112840381336,1.2059393701143861
29,42,2.5128405082977254,2.0788654041817676,6.282205534574872
29,51,4.861975294930713,12.297075267203104,3.3063568583713656
30,6,-3.2297175691931774,2.236849513755928,3.338578449693983
30,7,7.074414064588289,6.651066040955305,-3.801990989697617
30,29,8.858894621918227,12.95008799487951,1.0043489060889073
30,42,2.2871460171477866,1.7840151035153362,6.201765344456319
30,51,4.562574909128476,12.403726574566942,3.1037309237327952
31,6,-3.581170901293938,2.5156303243575238,3.2085022275615374
31,7,7.430507681061814,6.511373851834543,-3.6825323277435564
31,29,8.855785864503193,13.014578868571437,0.7685025585025276
