frame,id,x,y,z,time(s)
5,1,4.863648455486095,11.747941835311812,2.2199798707297616,0.0022196000209078193
5,2,7.731790893028833,0.7985613379625065,6.847812255747025,0.0022196000209078193
5,3,1.4544621292821234,7.942539151996013,5.2287826938808095,0.0022196000209078193
5,4,8.793061791911578,0.2926640536290118,9.011600651952628,0.0022196000209078193
5,5,4.005011271688582,4.820996465640281,6.76267662066422,0.0022196000209078193
6,1,4.64666267434239,12.107805096246995,2.41015945486972,0.0025086000096052885
6,2,7.436175075990978,0.3884951943048878,6.875913026528974,0.0025086000096052885
6,3,1.455822716715276,7.777000622885354,5.071602553126398,0.0025086000096052885
6,4,9.156331902905105,0.6022611679993466,9.51077908601758,0.0025086000096052885
6,5,3.8844522402957677,4.653883126019218,6.725204386267951,0.0025086000096052885
7,1,4.391946674102796,12.648046624666378,2.6322947836407122,0.0029217000119388103
7,2,7.355386608803029,0.20777110969920592,6.713605556678219,0.0029217000119388103
7,3,1.7744346450078177,7.8140205946195405,4.951547096966545,0.0029217000119388103
7,4,9.178170868207225,0.8657693349660996,9.651431144831516,0.0029217000119388103
7,5,3.723692156462413,4.055355101524542,6.783960751984948,0.0029217000119388103
8,1,4.342490118383916,12.796454262582394,3.0266020369287365,0.0033429000177420676
8,2,7.1222447357090335,-0.010258604141820622,6.227120055821886,0.0033429000177420676
8,3,1.8729711381070053,7.8029763491948305,4.83002438410641,0.0033429000177420676
8,4,9.293450430490973,0.9652189776483848,9.98164519417832,0.0033429000177420676
8,5,3.655933711921267,4.0449082397717016,6.553259106771196,0.0033429000177420676
9,1,4.04846613933324,13.16327781442813,3.3597036809969985,0.003766000038012862
9,2,6.799242698096541,-0.22038982785016567,5.970862495493319,0.003766000038012862
9,3,1.9802111806791132,7.9338298524166815,4.611897884034133,0.003766000038012862
9,4,9.607804298762257,1.1178564820336832,10.410820580563504,0.003766000038012862
9,5,3.3300035900218217,3.6565454783582862,6.400444355024306,0.003766000038012862
10,1,3.8667988963208746,13.408535590083085,3.7496081507583945,0.004077700024936348
10,2,6.769610230271391,-0.4320894423295563,5.741298809627146,0.004077700024936348
10,3,2.0980955457606516,8.085550764083235,4.770267640620118,0.004077700024936348
10,4,9.881491094021142,1.0022300890377454,10.624475534982647,0.004077700024936348
